aj1-13648	u74dc-var-002	0	0	200	200
cdp-8d46-04	cdp-8d46-04-var-005	0	0	200	200
j90-3564	u7078	0	0	200	200
j90-3729	u7c82	0	0	200	200
u2ff1-cdp-88b4-u6bd4	mihail-jp_u9e7f-inner	0	0	200	200
u3042	mihail-jp_mingkana-u3042	0	0	200	200
u3044	mihail-jp_mingkana-u3044	0	0	200	200
u3046	mihail-jp_mingkana-u3046	0	0	200	200
u3048	mihail-jp_mingkana-u3048	0	0	200	200
u304a	mihail-jp_mingkana-u304a	0	0	200	200
u304b	mihail-jp_mingkana-u304b	0	0	200	200
u304d	mihail-jp_mingkana-u304d	0	0	200	200
u304f	mihail-jp_mingkana-u304f	0	0	200	200
u3051	mihail-jp_mingkana-u3051	0	0	200	200
u3053	mihail-jp_mingkana-u3053	0	0	200	200
u3055	mihail-jp_mingkana-u3055	0	0	200	200
u3057	mihail-jp_mingkana-u3057	0	0	200	200
u3059	mihail-jp_mingkana-u3059	0	0	200	200
u305b	mihail-jp_mingkana-u305b	0	0	200	200
u305d	mihail-jp_mingkana-u305d	0	0	200	200
u305f	mihail-jp_mingkana-u305f	0	0	200	200
u3061	mihail-jp_mingkana-u3061	0	0	200	200
u3064	mihail-jp_mingkana-u3064	0	0	200	200
u3066	mihail-jp_mingkana-u3066	0	0	200	200
u3068	mihail-jp_mingkana-u3068	0	0	200	200
u306a	mihail-jp_mingkana-u306a	0	0	200	200
u306b	mihail-jp_mingkana-u306b	0	0	200	200
u306c	mihail-jp_mingkana-u306c	0	0	200	200
u306d	mihail-jp_mingkana-u306d	0	0	200	200
u306e	mihail-jp_mingkana-u306e	0	0	200	200
u306f	mihail-jp_mingkana-u306f	0	0	200	200
u3072	mihail-jp_mingkana-u3072	0	0	200	200
u3075	mihail-jp_mingkana-u3075	0	0	200	200
u3078	mihail-jp_mingkana-u3078	0	0	200	200
u307b	mihail-jp_mingkana-u307b	0	0	200	200
u307e	mihail-jp_mingkana-u307e	0	0	200	200
u307f	mihail-jp_mingkana-u307f	0	0	200	200
u3080	mihail-jp_mingkana-u3080	0	0	200	200
u3081	mihail-jp_mingkana-u3081	0	0	200	200
u3082	mihail-jp_mingkana-u3082	0	0	200	200
u3084	mihail-jp_mingkana-u3084	0	0	200	200
u3086	mihail-jp_mingkana-u3086	0	0	200	200
u3088	mihail-jp_mingkana-u3088	0	0	200	200
u3089	mihail-jp_mingkana-u3089	0	0	200	200
u308a	mihail-jp_mingkana-u308a	0	0	200	200
u308b	mihail-jp_mingkana-u308b	0	0	200	200
u308c	mihail-jp_mingkana-u308c	0	0	200	200
u308d	mihail-jp_mingkana-u308d	0	0	200	200
u308f	mihail-jp_mingkana-u308f	0	0	200	200
u3090	mihail-jp_mingkana-u3090	0	0	200	200
u3091	mihail-jp_mingkana-u3091	0	0	200	200
u3092	mihail-jp_mingkana-u3092	0	0	200	200
u3093	mihail-jp_mingkana-u3093	0	0	200	200
u309f	mihail-jp_mingkana-u309f	0	0	200	200
u30a2	mihail-jp_mingkana-u30a2	0	0	200	200
u30a4	mihail-jp_mingkana-u30a4	0	0	200	200
u30a6	mihail-jp_mingkana-u30a6	0	0	200	200
u30a8	mihail-jp_mingkana-u30a8	0	0	200	200
u30aa	mihail-jp_mingkana-u30aa	0	0	200	200
u30ab	mihail-jp_mingkana-u30ab	0	0	200	200
u30ad	mihail-jp_mingkana-u30ad	0	0	200	200
u30af	mihail-jp_mingkana-u30af	0	0	200	200
u30b1	mihail-jp_mingkana-u30b1	0	0	200	200
u30b3	mihail-jp_mingkana-u30b3	0	0	200	200
u30b5	mihail-jp_mingkana-u30b5	0	0	200	200
u30b7	mihail-jp_mingkana-u30b7	0	0	200	200
u30b9	mihail-jp_mingkana-u30b9	0	0	200	200
u30bb	mihail-jp_mingkana-u30bb	0	0	200	200
u30bd	mihail-jp_mingkana-u30bd	0	0	200	200
u30bf	mihail-jp_mingkana-u30bf	0	0	200	200
u30c1	mihail-jp_mingkana-u30c1	0	0	200	200
u30c4	mihail-jp_mingkana-u30c4	0	0	200	200
u30c6	mihail-jp_mingkana-u30c6	0	0	200	200
u30c8	mihail-jp_mingkana-u30c8	0	0	200	200
u30ca	mihail-jp_mingkana-u30ca	0	0	200	200
u30cb	mihail-jp_mingkana-u30cb	0	0	200	200
u30cc	mihail-jp_mingkana-u30cc	0	0	200	200
u30cd	mihail-jp_mingkana-u30cd	0	0	200	200
u30ce	mihail-jp_mingkana-u30ce	0	0	200	200
u30cf	mihail-jp_mingkana-u30cf	0	0	200	200
u30d2	mihail-jp_mingkana-u30d2	0	0	200	200
u30d5	mihail-jp_mingkana-u30d5	0	0	200	200
u30d8	mihail-jp_mingkana-u30d8	0	0	200	200
u30db	mihail-jp_mingkana-u30db	0	0	200	200
u30de	mihail-jp_mingkana-u30de	0	0	200	200
u30df	mihail-jp_mingkana-u30df	0	0	200	200
u30e0	mihail-jp_mingkana-u30e0	0	0	200	200
u30e1	mihail-jp_mingkana-u30e1	0	0	200	200
u30e2	mihail-jp_mingkana-u30e2	0	0	200	200
u30e4	mihail-jp_mingkana-u30e4	0	0	200	200
u30e6	mihail-jp_mingkana-u30e6	0	0	200	200
u30e8	mihail-jp_mingkana-u30e8	0	0	200	200
u30e9	mihail-jp_mingkana-u30e9	0	0	200	200
u30ea	mihail-jp_mingkana-u30ea	0	0	200	200
u30eb	mihail-jp_mingkana-u30eb	0	0	200	200
u30ec	mihail-jp_mingkana-u30ec	0	0	200	200
u30ed	mihail-jp_mingkana-u30ed	0	0	200	200
u30ef	mihail-jp_mingkana-u30ef	0	0	200	200
u30f0	mihail-jp_mingkana-u30f0	0	0	200	200
u30f1	mihail-jp_mingkana-u30f1	0	0	200	200
u30f2	mihail-jp_mingkana-u30f2	0	0	200	200
u30f3	mihail-jp_mingkana-u30f3	0	0	200	200
u30fc	mihail-jp_mingkana-u30fc	0	0	200	200
u30fc-vert	mihail-jp_mingkana-u30fc-vert	0	0	200	200
u30ff	mihail-jp_mingkana-u30ff	0	0	200	200
u4e45	u4e45-t	0	0	200	200
u4e86	u4e86-var-001	0	0	200	200
u4e91	u4e91-t	0	0	200	200
u4e91-01	u4e91-t01	0	0	200	200
u4e91-04	u4e91-t04	0	-16	200	200
u4e91-09	u4e91-t04	0	-41	200	158
u4e91-14	u4e91-t14	-6	16	205	201
u4eca	u4eca-var-002	0	0	200	200
u4eca-01	u4eca-01-var-001	0	0	200	200
u4eca-02	u4eca-02-var-001	0	0	200	200
u4eca-03	u4eca-03-var-001	0	0	200	200
u4ee4	u4ee4-g	0	0	200	200
u4ee4-01	u4ee4-g01	0	0	200	200
u4ee4-02	u4ee4-02-var-001	0	0	200	200
u4ee4-04	u4ee4-g04	0	0	200	200
u4ee4-04-var-001	u4ee4-04-var-002	0	0	200	200
u4ee4-07	u4ee4-g02	-114	0	211	200
u4ee4-09	u4ee4-g04	0	-16	200	156
u5196	u5196-var-002	0	0	200	200
u5196-03	u5196-03-var-001	0	0	200	200
u51ab-01	u51ab-01-var-004	0	0	200	200
u53b6	u53b6-g	0	0	200	200
u53b6-02	u53b6-02-var-001	0	0	200	200
u53b6-03	u53b6-g03	0	0	200	200
u53b6-04	u53b6-g04	0	0	200	200
u53b6-06	u53b6-g	18	23	182	173
u5b50	u5b50-var-001	0	0	200	200
u5b50-01	u5b50-01-var-001	0	0	200	200
u5b50-02	u5b50-02-var-001	0	0	200	200
u5b50-04	u5b50-04-var-001	0	0	200	200
u5b50-14	u5b50-14-var-001	0	0	200	200
u5b50-j	u5b50-var-001	0	0	200	200
u5b5d	u5b5d-var-002	0	0	200	200
u5b5d-var-001	u5b5d-var-002	0	0	200	200
u5b5d-01	u5b5d-01-var-002	0	0	200	200
u5b80	u5b80-var-001	0	0	200	200
u5b80-03	u5b80-03-var-002	0	0	200	200
u5e7a	u5e7a-g	0	0	200	200
u5e7a-01	u5e7a-t	-7	0	110	200
u5e7a-02	u5e7a-g	66	0	200	200
u5e7a-07	u5e7a-g	-7	0	200	200
u5e7a-08	u5e7a-g	14	-6	179	204
u5fc3	umbreon126_u5fc3-var-001	0	0	200	200
u5fc3-04-var-001	u5fc3-04-var-008	0	0	200	200
u5fc3-07	u5fc3-07-var-001	0	0	200	200
u5fc3-09	u5fc3-09-var-001	0	0	200	200
u624b	u624b-var-003	0	0	200	200
u624b-04	u624b-04-var-003	0	0	200	200
u624b-14	u624b-14-var-002	0	0	200	200
u627f	u627f-var-002	0	0	200	200
u662f	u662f-var-001	0	0	200	200
u662f-02	u662f-02-var-002	0	0	200	200
u662f-05	u662f-05-var-001	0	0	200	200
u662f-10	u662f-10-var-001	0	0	200	200
u6b21-03-var-003	u6b21-03-var-004	0	0	200	200
u6b21-03-var-005	u6b21-03-var-006	0	0	200	200
u6c35-01	u6c35-01-var-007	0	0	200	200
u6c35-01-var-001	u6c35-01-var-007	0	42	200	160
u706b	u706b-var-004	0	0	200	200
u706b-01	u706b-01-var-002	0	0	200	200
u706b-02	u706b-02-var-002	0	0	200	200
u706b-03	u706b-03-var-004	0	0	200	200
u706b-03-var-006	u706b-03-var-007	0	0	200	200
u706b-04	u706b-04-var-006	0	0	200	200
u706b-06	u706b-06-var-005	0	0	200	200
u708f-04	u708f-04-var-001	0	0	200	200
u7384	u7384-var-001	0	0	200	200
u7384-01	u7384-01-var-001	0	0	200	200
u7384-02	u7384-02-var-003	0	0	200	200
u7384-03	u7384-03-var-001	0	0	200	200
u7384-05	u7384-t05	0	0	200	200
u7434	u7434-var-002	0	0	200	200
u74e6	u74e6-g@2	0	0	200	200
u74e6-01	u74e6-g@2	6	0	107	200
u74e6-02	u74e6-t02	0	0	200	200
u74e6-02-var-001	u74e6-02-var-003	0	0	200	200
u74e6-04	u74e6-t04	0	0	200	200
u74e6-04-itaiji-001	u74e6-04-itaiji-002	0	0	200	200
u74e6-04-var-003	u74e6-04-var-004	0	0	200	200
u74e6-05	u74e6-05-var-001	0	0	200	200
u74e6-10	u74e6-10-var-002	0	0	200	200
u74e6-14	u74e6-14-var-007	0	-22	200	203
u74e6-14-itaiji-001	u74e6-14-itaiji-002	0	0	200	200
u74e6-14-var-002	u74e6-14-var-009	0	0	200	200
u7513	u7513-var-001	0	0	200	200
u7cb2-g	u7cb2-var-001	0	0	200	200
u7cf8	u7cf8-g	0	0	200	200
u7cf8-01	u7cf8-01-var-001	0	0	200	200
u7cf8-02	u7cf8-02-var-002	0	0	200	200
u7cf8-04	u7cf8-g04	0	0	200	200
u7cfb	u7cfb-g	0	0	200	200
u7cfb-02	u7cfb-02-var-003	0	0	200	200
u7cfb-07	u7cfb-g07	0	0	200	200
u7d2f-02	u7d2f-g02	0	0	200	200
u7d2f-07	u7d2f-07-var-001	0	0	200	200
u8a00	u8a00-t	0	0	200	200
u8a00-02	u8a00-g07	66	0	196	200
u8a00-04	u8a00-t04	0	-20	200	207
u8a00-06	u8a00-g07	0	0	200	200
u8a00-14	u8a00-t04	23	-20	178	207
u8a01	u8a01-g	0	0	200	200
u8a01-01	u8a01-g01	0	0	179	200
u8d70-05	u8d70-05-var-004	0	0	200	200
u8d70-10	u8d70-10-var-002	0	0	200	200
u8fb0-04	u8fb0-g04@2	0	0	200	200
u96b9	u96b9-g	0	0	200	200
u96b9-01	u96b9-g02	-43	-3	96	197
u96b9-02	u96b9-g02	0	0	200	200
u96b9-04	u96b9-04-var-001	0	0	200	200
u96b9-07	u96b9-07-var-004	0	0	200	200
u990a	u990a-var-003	0	0	200	200
u9e7f	u9e7f-var-001	0	0	200	200
